conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_18872,"@AppleSupport the screen on our iPad Pro has stopped working 😔. I've read a few articles about weak screens on some models - is there anywhere I can check the model number, or will it be a £400 repair bill? Thanks","@120215 Thank you for reaching out to us. We'd be happy to try everything possible to provide the best support options. First, let's work as a team as we gather more information. DM us if you noticed any changes before the screen went black. What iOS is the device running? https://t.co/GDrqU22YpT",billing_repair_order,escalated_to_dm,3,train
conv_20022,@AppleSupport 12/9TB of storage completely unusable and what happened to the data? What’s up Apple? 2/2 https://t.co/Ai8NLzzcVB,@120401 We'll be happy to see how we can help. Which Mac are you using this with?,other_unclear,unresolved_no_signal,3,train
conv_21140,"Just watched my #iphone go from 23% battery to 20, then 13, now 9 all in 10 seconds. On low power mode. Wtf. Now 4%. Wtf @115858","@120631 We can help with battery life. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",battery_power,customer_thanked,6,classifier_eval
conv_22991,"More
@115858 My iPhone X makes a sounds when gently pressed on opposed corners, was told it was software (Apple Store), this isn't software, Please help!","@121004  Hello. We'd love to help with your concern, but we would need to gather some details on your description of the concern. Could you send us a DM and let us know the iOS version installed? Also, did it seem like this since first using the iPhone X? https://t.co/GDrqU22YpT",ios_software_update,escalated_to_dm,3,train
conv_22995,@AppleSupport help!! My Mac App Store will not open so I cannot update my 2015 MacBook Pro currently running on OS X Yosemite 10.10.3,@121005 We'll be happy to assist. Are you getting any errors when you try to open the Mac App Store?,ios_software_update,unresolved_no_signal,5,train
conv_23080,@AppleSupport My MacPro is burning up while in sleep mode. Reliably returning to a computer thats been overheating for hours. Who pays when something burns out on a super expensive machine due to a glitch?! #Apple #MacPro,@121027 This is not an expected nor does it sound normal. We can understand your view on this and would like to take a closer look. Can you let us know where this heat seems originate on the Mac? Send us a DM. https://t.co/GDrqU22YpT,other_unclear,customer_thanked,3,classifier_eval
conv_23086,@AppleSupport I decided to download IOS 11. Now I can’t download anything from the App Store. Is this problem being fixed soon? I’ve tried all the options to make it work. #worstdecisionever,@121028 We know how important apps and app updates can be. We'd like to help. Does this happen when you're using Wi-Fi or cellular data? Is there another network you can try?,ios_software_update,customer_thanked,5,train
conv_23091,@115858 @AppleSupport my phone crashed for no reason. What you gonna do about it? I'm stressed and depressed right now. Thanks,"@121029 We're happy to help. When you say your iPhone crashed, could you please provide a few more details? Also, which software version are you using?",device_not_working,unresolved_no_signal,3,train
conv_23094,Dear @115948 @AppleSupport what happened to ‘Play Next’?,"@121030 Thanks for reaching out. We'd like to know more to help. Are you referring to the Podcast app, Music or a different app? Let us know and we'll take it from there.",other_unclear,customer_thanked,5,classifier_eval
conv_23100,"@AppleSupport, why do I keep getting charged over £20 for anything I buy from iTunes? Bought an album for £4.99 and got charged £20.67. Same thing happened a couple of weeks ago to. Why?! https://t.co/0fIDOKovNP",@121031 Our iTunes Store team would be happy to look into this with you. Reach out to them here:  https://t.co/SDIe7UiyJN,battery_power,customer_thanked,3,train
conv_23107,"@AppleSupport All website. I can record with audio. The recording are playing well in Photos and the sound is ok. But when I import them in iMovie, the sound doesn’t follow. Only if I was in Safari when I made the screen recording",@121032 Is this iMovie for iOS or for the Mac?,screen_hardware_damage,escalated_to_dm,5,train
conv_23111,@AppleSupport 11.1.2 and the bug with the sound when you record screen on website or try to edit in iMovie still there!,@121032 We're happy to help out. Can you tell us more about these issues? Thanks!,screen_hardware_damage,unresolved_no_signal,3,train
conv_23115,@AppleSupport Thanks! But it used to be so nice when I could limit the number of episodes downloaded but still have some pre-downloaded for flights n things. Is the setting coming back?,"@121033 While we don't have a direct answer for you today, we’d encourage you to leave feedback at:
https://t.co/9WSVjlVyvt",app_appstore_media,customer_thanked,3,train
conv_23126,@AppleSupport So how many attempts do I get and what happens if i Enter the wrong code???,"@121036 After attempting so many tries to enter the Restrictions passcode, your device will prompt you to wait an extended time before letting you try again.",other_unclear,unresolved_no_signal,3,train
conv_23127,@AppleSupport can I get any help on here?? Or is this not a support account at all?,@121036 We're here to help. Can you provide us with more details regarding your issue?,other_unclear,unresolved_no_signal,3,train
conv_23134,"@AppleSupport Can you tell me how I can scan a document into notes, if I’ve already taken a picture of it, i.e. I want to use the image that’s already in my photo library. I can’t see a way to do this. Thanks!","@121038 Sure thing! We are glad to help! Could you let us know which iOS version you are running? The process has changed a little, and we want to make sure we’re giving you the best direction. You can find this info at Settings &gt; General &gt; About.",other_unclear,unresolved_no_signal,3,train
conv_23137,come on @115858 you guys removed the option to leave a group conversation! ugh!! 🤦🏽‍♀️ please bring that option back ASAP  @AppleSupport  #ios1112 #iphoneX #overit,"@121039 Thanks for reaching out. You can still leave a group text if you're using iMessage. If any users are not using iMessage, you can then mute the notifications. This article explains in more detail: https://t.co/zdkcAVkpSV
We're here if you have any questions.",ios_software_update,customer_thanked,5,train
conv_23166,My worst fear came true... my iPhone alarm isn’t working and never went off this morning  @AppleSupport,"@121044 Hello. We are here to help. Has this happened previously. Also, what is your iOS version?",other_unclear,unresolved_no_signal,3,train
conv_23178,@AppleSupport upgraded to 11.1.2 and iTunes Player won’t work on iPhone 7. ANNOYING,"@121048 Let’s work together to get this resolved. To be sure we’re on the same page, are you noticing and issue with the Music app, or a different app?",app_appstore_media,unresolved_no_signal,3,train
conv_25251,@AppleSupport ever since I downloaded Animal Crossing I keep getting these notifications even though it’s fully downloaded and I’ve been playing it :( please help https://t.co/wthMnb9nou,"@121459 We can see how that would get in your way. Have you restarted your iPhone as a troubleshooting step? If you already have done so, let's delete Animal Crossing and see if this still occurs. If the error message ceases, we'll reinstall and go from there.",app_appstore_media,unresolved_no_signal,5,classifier_eval
conv_25267,@AppleSupport why does it keep changing to I.T?,"@121463 You're in the right place for help! To guide us through troubleshooting steps, may we have the device and iOS version you're having this issue with?",other_unclear,unresolved_no_signal,3,train
conv_25318,"@AppleSupport , I just wanted to let you know that this is the second time facing a problem (sudden shutdown) with my iPhone which lead me to restore, delete everything and fresh install due to your recent software updates. Pls fix this issue quickly!!","@121475 We're glad you reached out to let us know. It's never our intention for you to have issues after updating the iOS on your iPhone. Did restoring help? If not, send us a DM and let us know. We're always happy to help work through any concerns with your iPhone. https://t.co/GDrqU22YpT",ios_software_update,customer_thanked,3,train
conv_25424,@applesupport Bluetooth connection iPhone X to Infiniti is terrible. Garbled and scratchy cutting in and out &gt;30% of time. Didn't happen W iPhone 6!!,"@121503 We want you to be able to enjoy your iPhone X with your Bluetooth devices. We'll do all we can to help. To start, what iOS version is currently installed? Does this issue occur with any other Bluetooth devices that you connect to?",connectivity,unresolved_no_signal,3,train
conv_26675,Sooooooo is @115858 ever going to fix this annoying glitch for when I type the letter I️ it does that annoying box with the ? Thing! This is stupid. I️m just going to switch over to Android soon.,@121838 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,autocorrect_text_bug,customer_thanked,5,classifier_eval
conv_26684,"@AppleSupport Teally upset, downloaded latest 11.0 update now apps will not work on iPhone or IPad. Tech support was worthless after 120 minutes tried to blame me!  Getting new phone and different notebook. This is outrageous!",@121842 We'd be happy to look into this with you.  Feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,3,train
conv_26691,"@AppleSupport my iphone is still glitchy, keeps swapping screens when I try to type.","@121844 Thank you for reaching out. We want to help. To start, can you tell us which iPhone and iOS you’re using?",screen_hardware_damage,customer_thanked,5,train
conv_26696,Hey @115858 I️  think we need to have a talk #applebug #iphoneglitch https://t.co/VKS5P57WCv,@121846 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,autocorrect_text_bug,unresolved_no_signal,3,classifier_eval
conv_26714,@115948 @AppleSupport help? https://t.co/jq11xG12w0,"@121850 We're here to help in any way we can. Since we offer support in English, could you let us know what the message says?",other_unclear,unresolved_no_signal,7,train
